blast_count_7d,avg_blast_intensity,rainfall_mm_24h,rainfall_mm_7d,crack_count_7d,avg_crack_score,critical_crack_flag,elevation_m,area_sq_km,days_since_inspection,is_monsoon,risk_score,risk_label
5,5.73,0.0,82.58,10,0.942,1,791.8,53.4,11,1,0.404,yellow
4,3.89,7.8,11.79,8,0.118,0,699.9,355.8,74,1,0.2415,yellow
12,7.5,0.0,2.21,3,0.666,0,280.8,209.9,19,0,0.3196,yellow
8,9.32,0.0,0.0,8,0.106,0,781.5,107.8,14,0,0.2477,yellow
17,5.56,0.0,1.18,8,0.575,0,734.0,328.9,51,0,0.4031,yellow
16,3.62,0.0,11.94,5,0.855,1,552.4,445.7,1,0,0.3911,yellow
17,5.44,0.71,120.34,4,0.104,0,469.6,150.7,4,1,0.33,yellow
1,5.14,0.27,39.9,11,0.108,0,503.9,52.0,81,1,0.272,yellow
13,8.61,0.0,0.42,1,0.066,0,573.3,296.8,75,0,0.2818,yellow
12,5.89,0.0,74.57,5,0.962,1,248.9,223.6,51,0,0.4306,yellow
2,7.25,0.0,0.0,2,0.645,0,340.7,368.5,60,0,0.2151,green
11,2.38,11.38,124.08,0,0.0,0,496.8,74.7,70,1,0.2194,green
14,6.3,0.0,0.11,6,0.792,1,496.9,157.0,40,0,0.3686,yellow
10,4.9,0.0,2.21,11,0.202,0,734.1,430.9,43,0,0.2884,yellow
6,1.73,3.66,82.74,11,0.275,0,630.1,301.5,81,1,0.3168,yellow
17,8.51,44.75,602.63,9,0.805,1,338.1,135.4,83,1,0.6323,orange
7,7.98,0.08,1.47,6,0.056,0,554.9,430.6,35,0,0.225,green
17,9.21,0.0,0.0,1,0.68,0,234.9,465.3,14,0,0.3565,yellow
10,9.51,0.64,21.01,0,0.0,0,442.1,354.2,33,0,0.1947,green
1,4.19,3.38,56.86,9,0.913,1,255.5,363.6,85,1,0.3946,yellow
10,3.22,0.0,34.67,7,0.923,1,201.6,448.0,51,1,0.4555,yellow
8,6.05,0.13,45.78,11,0.357,0,379.9,114.8,3,1,0.3236,yellow
4,8.21,0.0,1.06,2,0.615,0,709.5,245.3,6,1,0.2691,yellow
6,6.08,0.0,0.0,2,0.918,1,527.9,257.9,62,0,0.3089,yellow
14,2.27,0.0,0.38,6,0.877,1,605.6,184.9,19,0,0.3972,yellow
9,8.75,0.0,0.0,3,0.193,0,735.2,25.2,22,0,0.2262,green
3,9.16,2.79,125.9,11,0.706,1,220.4,422.8,78,1,0.4609,yellow
0,0.0,0.79,52.37,6,0.016,0,450.8,52.0,76,1,0.147,green
11,9.32,0.0,0.0,10,0.968,1,732.3,137.0,60,0,0.4621,yellow
7,7.91,0.0,0.0,0,0.0,0,719.5,74.8,73,0,0.2018,green
7,2.5,0.0,0.0,7,0.108,0,351.0,143.3,21,0,0.1929,green
5,3.02,0.0,0.0,0,0.0,0,360.6,456.7,82,0,0.1078,green
1,3.7,0.0,0.0,3,0.013,0,528.7,374.2,76,1,0.1347,green
3,5.23,0.0,0.0,2,0.56,0,470.2,326.9,6,0,0.1342,green
13,3.99,6.97,13.15,2,0.537,0,774.8,298.4,68,1,0.3591,yellow
5,3.87,0.0,0.0,2,0.634,0,214.5,449.9,47,0,0.196,green
9,8.75,11.95,59.03,2,0.434,0,541.7,439.5,43,1,0.3363,yellow
14,4.31,0.0,0.0,4,0.634,0,210.9,364.0,5,1,0.3554,yellow
11,5.03,0.0,0.0,5,0.411,0,719.7,373.8,41,0,0.2931,yellow
1,3.3,0.0,0.0,9,0.688,1,791.6,385.8,22,0,0.297,yellow
13,1.18,52.82,85.8,0,0.0,0,481.6,179.9,21,1,0.2677,yellow
10,4.31,0.0,0.0,1,0.24,0,572.8,97.5,78,0,0.2302,green
12,9.63,0.0,0.0,3,0.252,0,394.9,419.1,73,0,0.3111,yellow
15,6.63,0.0,0.13,9,0.843,1,630.8,472.4,9,0,0.4146,yellow
15,6.78,0.0,58.27,2,0.199,0,580.3,288.8,89,0,0.3131,yellow
8,7.7,0.0,0.0,11,0.352,0,237.7,315.1,69,0,0.3204,yellow
10,8.05,0.0,0.0,7,0.941,1,336.3,200.9,29,0,0.4109,yellow
15,9.98,10.42,68.44,11,0.71,1,596.7,31.5,22,0,0.4993,orange
16,1.47,0.0,0.0,1,0.429,0,464.8,42.2,49,0,0.2725,yellow
12,8.58,0.0,27.58,5,0.267,0,464.1,400.0,48,0,0.2879,yellow
12,2.68,0.0,0.0,4,0.529,0,725.7,236.6,5,0,0.2697,yellow
12,7.96,8.02,0.0,10,0.963,1,408.8,179.8,37,1,0.518,orange
16,9.12,1.53,11.67,6,0.901,1,542.1,189.3,7,1,0.4948,orange
14,6.34,0.0,2.64,11,0.674,0,322.7,467.0,29,0,0.3914,yellow
15,6.07,0.0,0.47,6,0.139,0,380.0,148.0,78,0,0.3425,yellow
5,6.7,0.0,0.0,9,0.053,0,569.1,33.2,51,0,0.2129,green
1,5.98,0.86,91.7,10,0.853,1,352.4,160.2,8,1,0.3685,yellow
3,2.05,0.0,9.5,3,0.548,0,269.6,21.3,19,0,0.1376,green
7,9.89,0.0,12.26,4,0.802,1,642.0,155.7,39,0,0.3611,yellow
16,7.95,0.0,53.55,0,0.0,0,547.4,123.6,33,1,0.3363,yellow
13,1.62,0.0,0.25,5,0.834,1,284.2,444.4,60,0,0.3749,yellow
1,2.6,1.57,106.44,10,0.404,0,439.1,93.2,21,1,0.2045,green
10,4.27,0.0,0.0,0,0.0,0,269.3,224.6,8,0,0.154,green
16,9.68,0.0,0.0,2,0.654,0,211.3,72.4,30,0,0.3625,yellow
9,4.86,3.24,36.8,10,0.372,0,346.5,367.2,32,1,0.3201,yellow
17,6.2,1.57,106.44,9,0.798,1,459.8,459.6,48,1,0.5506,orange
2,5.2,0.0,0.0,3,0.868,1,430.1,163.6,9,0,0.274,yellow
3,6.38,7.05,116.93,1,0.011,0,301.9,329.7,21,1,0.1848,green
14,7.6,0.0,0.0,6,0.323,0,527.3,82.2,71,0,0.3426,yellow
4,6.67,0.0,0.0,6,0.581,0,503.6,205.3,61,0,0.2742,yellow
5,1.65,0.0,0.0,8,0.675,0,252.7,344.7,72,0,0.2887,yellow
14,7.86,0.56,165.98,0,0.0,0,765.1,269.7,1,1,0.2663,yellow
7,1.9,0.0,51.78,3,0.684,1,422.0,230.0,83,1,0.329,yellow
14,4.84,38.12,266.07,3,0.901,1,259.3,67.4,4,1,0.4719,yellow
2,6.7,0.0,0.0,7,0.832,1,737.6,213.2,66,0,0.3383,yellow
6,5.7,0.0,0.0,3,0.986,1,260.4,217.6,13,0,0.2987,yellow
0,0.0,0.0,0.0,3,0.557,0,391.6,202.3,27,0,0.1068,green
9,2.91,0.0,0.0,10,0.059,0,329.3,499.3,78,0,0.2658,yellow
12,9.89,0.0,0.64,11,0.314,0,697.3,305.7,14,0,0.4075,yellow
2,7.08,0.0,0.0,10,0.401,0,656.7,246.4,52,0,0.2809,yellow
17,8.19,0.0,0.0,10,0.546,0,528.2,36.1,32,1,0.482,orange
16,8.96,4.4,234.2,11,0.514,0,727.8,184.1,57,1,0.4938,orange
8,5.53,0.2,18.39,6,0.042,0,558.9,428.9,28,1,0.2765,yellow
4,8.69,0.02,25.41,3,0.709,1,504.3,404.0,49,1,0.3699,yellow
7,3.27,0.0,0.0,7,0.556,0,614.0,486.0,19,0,0.2546,yellow
9,9.16,0.0,5.27,1,0.547,0,646.2,176.1,24,0,0.2525,yellow
9,1.66,0.0,0.0,11,0.451,0,454.3,259.5,82,0,0.3482,yellow
13,7.85,0.37,43.63,8,0.565,0,716.6,412.6,71,0,0.4002,yellow
8,3.28,20.59,14.24,9,0.085,0,227.9,64.4,41,1,0.2988,yellow
13,3.48,0.0,0.0,6,0.724,1,419.8,28.0,29,0,0.3685,yellow
17,6.15,0.0,0.0,5,0.811,1,265.4,132.9,6,0,0.4542,yellow
3,5.73,0.0,0.0,7,0.473,0,739.9,174.7,68,0,0.2204,green
17,2.36,0.0,9.93,5,0.656,0,431.0,419.9,33,1,0.4143,yellow
2,1.79,0.0,0.0,2,0.904,1,343.4,111.2,88,0,0.2507,yellow
6,3.89,0.0,32.11,1,0.7,1,376.0,411.4,24,0,0.2426,yellow
15,6.25,0.0,0.0,7,0.911,1,629.4,443.5,0,0,0.4682,yellow
5,7.91,0.11,0.0,9,0.401,0,791.7,412.4,55,0,0.2801,yellow
17,8.33,1.55,0.0,9,0.381,0,500.6,476.1,67,0,0.4166,yellow
16,9.99,2.85,26.43,4,0.814,1,428.4,273.9,59,1,0.5394,orange
3,8.5,34.28,4.29,2,0.077,0,217.1,443.2,0,1,0.2155,green
1,2.98,0.0,9.18,6,0.116,0,547.2,188.5,65,1,0.1849,green
5,1.53,0.0,0.0,8,0.098,0,468.1,369.7,36,0,0.1799,green
8,1.4,0.0,0.0,2,0.927,1,740.8,54.0,43,0,0.2973,yellow
14,3.99,38.83,43.11,11,0.594,0,241.9,135.4,33,1,0.4627,yellow
16,5.83,0.0,0.0,1,0.409,0,323.7,207.3,54,0,0.3086,yellow
2,1.54,0.0,0.0,3,0.569,0,446.3,104.3,30,0,0.1238,green
0,0.0,0.86,52.38,5,0.13,0,498.0,209.6,84,1,0.1036,green
17,8.91,0.0,23.33,8,0.714,1,375.6,167.9,82,1,0.5277,orange
0,0.0,24.95,114.7,7,0.165,0,203.4,31.0,47,1,0.1918,green
0,0.0,0.0,0.0,0,0.0,0,439.6,258.9,17,0,0.0198,green
8,5.66,0.0,37.92,6,0.112,0,539.2,131.9,24,0,0.1937,green
16,5.63,0.0,0.0,9,0.239,0,332.7,493.5,9,0,0.3603,yellow
15,2.44,17.83,12.56,5,0.678,0,377.6,285.2,19,1,0.4102,yellow
0,0.0,0.0,0.0,3,0.579,0,457.9,324.4,16,0,0.1268,green
6,6.29,0.0,0.89,0,0.0,0,723.2,120.3,1,0,0.1118,green
7,4.36,0.0,0.0,7,0.896,1,546.8,268.4,28,0,0.3227,yellow
5,9.69,0.0,0.0,6,0.756,1,460.4,283.7,54,0,0.4023,yellow
15,3.79,5.66,92.27,3,0.657,0,461.8,397.1,84,1,0.4148,yellow
14,4.06,0.0,3.58,6,0.243,0,726.5,107.5,29,1,0.3526,yellow
6,6.3,11.22,13.13,0,0.0,0,706.2,138.0,7,1,0.1924,green
16,8.98,0.0,0.0,8,0.982,1,237.8,452.5,5,0,0.5019,orange
14,8.11,0.0,0.0,7,0.532,0,414.1,398.2,88,0,0.3867,yellow
1,8.28,2.27,117.85,0,0.0,0,673.6,73.8,3,1,0.1513,green
15,4.58,18.23,111.85,4,0.468,0,220.0,128.1,58,1,0.4123,yellow
16,2.25,0.0,12.57,3,0.491,0,330.0,93.2,6,0,0.3282,yellow
14,5.0,0.0,0.08,8,0.499,0,402.2,154.9,2,1,0.3702,yellow
10,7.23,0.62,23.11,9,0.692,1,597.8,268.1,43,1,0.463,yellow
14,4.87,49.61,74.5,11,0.857,1,633.1,443.1,61,1,0.5615,orange
4,9.98,0.0,0.0,11,0.243,0,640.6,346.3,52,0,0.3009,yellow
14,5.19,0.0,0.57,7,0.518,0,646.0,409.6,23,0,0.3316,yellow
15,7.94,0.0,42.52,9,0.416,0,256.1,247.3,85,0,0.3936,yellow
8,4.01,0.0,0.0,11,0.136,0,293.8,345.1,42,0,0.254,yellow
2,8.6,0.0,0.0,2,0.846,1,607.1,477.5,30,0,0.2566,yellow
11,8.9,0.0,14.46,7,0.258,0,651.1,56.5,65,1,0.3911,yellow
3,8.57,0.0,0.0,0,0.0,0,716.4,229.3,68,0,0.1511,green
7,1.93,3.64,57.68,10,0.107,0,435.0,298.7,69,1,0.3048,yellow
6,1.17,0.12,31.2,6,0.1,0,293.4,480.4,12,1,0.197,green
6,5.94,30.76,31.95,5,0.317,0,592.6,49.2,4,1,0.2758,yellow
2,1.96,0.0,12.57,8,0.429,0,721.9,230.0,76,0,0.202,green
17,8.87,0.0,0.0,0,0.0,0,574.6,45.6,44,0,0.2846,yellow
5,4.6,0.65,2.3,1,0.676,0,683.9,155.3,5,0,0.1529,green
0,0.0,0.0,48.65,7,0.757,1,526.3,439.7,47,1,0.3165,yellow
11,8.66,8.46,37.56,6,0.207,0,574.1,185.3,42,0,0.3376,yellow
3,9.94,0.0,23.11,2,0.808,1,296.0,146.1,17,1,0.3217,yellow
9,7.54,0.0,6.27,6,0.404,0,442.6,120.9,26,0,0.2926,yellow
1,2.13,0.0,0.0,2,0.931,1,457.0,172.4,81,0,0.2376,green
5,5.17,2.26,59.32,5,0.149,0,774.7,208.1,11,1,0.2429,yellow
9,6.28,0.0,0.14,0,0.0,0,231.0,113.4,1,0,0.1756,green
0,0.0,0.0,0.0,4,0.441,0,351.5,375.3,5,0,0.0809,green
10,8.86,0.0,44.94,3,0.05,0,410.1,68.1,17,1,0.3004,yellow
7,4.88,0.0,3.17,11,0.289,0,709.8,224.4,41,0,0.2795,yellow
6,9.06,0.0,0.0,1,0.077,0,483.8,403.0,13,0,0.1638,green
0,0.0,0.0,32.47,2,0.334,0,510.8,121.0,82,1,0.1399,green
3,3.86,0.0,18.8,1,0.114,0,268.4,180.4,61,0,0.1563,green
0,0.0,0.0,69.01,1,0.852,1,560.8,480.8,81,0,0.1786,green
16,8.01,0.0,0.41,8,0.252,0,457.7,248.8,6,0,0.3678,yellow
8,3.92,0.0,0.0,1,0.078,0,435.0,85.4,32,0,0.163,green
4,5.02,0.0,0.0,5,0.362,0,419.0,440.9,47,0,0.2237,green
12,4.82,0.0,0.0,9,0.606,0,490.9,61.8,3,0,0.3372,yellow
0,0.0,0.0,0.0,6,0.614,0,506.2,222.6,70,0,0.1889,green
16,9.69,0.0,6.63,3,0.45,0,683.4,89.2,44,0,0.3359,yellow
4,7.86,0.0,19.2,7,0.872,1,717.1,467.6,62,0,0.3734,yellow
16,6.55,0.0,5.28,9,0.992,1,789.9,321.2,60,1,0.567,orange
5,2.76,23.29,13.5,7,0.785,1,491.3,174.4,39,0,0.3547,yellow
8,6.53,4.61,3.11,8,0.176,0,393.5,43.1,10,0,0.2442,yellow
9,9.42,14.7,203.21,8,0.133,0,727.9,260.2,0,1,0.358,yellow
2,8.01,6.71,74.71,6,0.375,0,204.7,349.9,21,1,0.272,yellow
11,9.91,0.0,0.0,0,0.0,0,446.6,384.1,51,0,0.1873,green
0,0.0,0.0,0.0,0,0.0,0,301.2,397.7,48,0,0.0013,green
6,6.41,0.0,7.32,10,0.945,1,587.9,115.8,34,1,0.4613,yellow
6,2.93,0.0,0.0,9,0.78,1,403.4,196.0,73,0,0.3494,yellow
14,5.42,0.0,0.38,1,0.431,0,772.6,110.8,47,1,0.3309,yellow
14,6.63,0.0,0.0,11,0.274,0,503.1,479.8,67,0,0.3837,yellow
4,5.16,0.0,0.0,4,0.42,0,312.9,14.1,78,0,0.2129,green
7,9.72,0.0,4.36,1,0.008,0,584.9,43.4,63,0,0.1883,green
0,0.0,0.0,110.28,3,0.129,0,254.8,97.3,0,0,0.0569,green
12,6.94,0.0,0.0,4,0.846,1,767.2,433.7,32,0,0.393,yellow
17,6.91,5.23,44.19,0,0.0,0,335.5,278.1,70,1,0.3217,yellow
1,8.3,0.0,0.0,9,0.145,0,478.3,389.7,19,0,0.1837,green
14,2.33,0.15,28.8,0,0.0,0,413.3,148.0,20,0,0.1878,green
3,3.56,0.0,1.79,8,0.751,1,238.4,360.2,20,0,0.275,yellow
1,5.1,17.14,193.46,0,0.0,0,209.5,413.8,19,1,0.1466,green
10,2.08,0.0,5.45,9,0.871,1,696.5,186.5,80,0,0.4377,yellow
17,5.86,0.0,0.0,11,0.187,0,545.9,345.9,38,0,0.431,yellow
11,6.09,5.68,74.4,11,0.214,0,783.2,80.0,50,1,0.407,yellow
4,2.35,0.0,0.0,10,0.571,0,465.4,282.6,86,0,0.2923,yellow
6,1.44,0.0,0.0,3,0.424,0,209.4,166.0,46,0,0.1381,green
1,2.16,0.0,0.0,3,0.913,1,339.2,69.4,89,0,0.2434,yellow
14,9.98,0.0,18.84,6,0.42,0,476.6,397.6,37,0,0.3472,yellow
17,8.84,0.0,0.86,10,0.762,1,794.1,391.1,70,0,0.513,orange
0,0.0,0.0,10.46,2,0.327,0,654.0,232.4,58,0,0.0937,green
3,4.61,1.07,45.77,10,0.374,0,363.3,53.3,49,1,0.2837,yellow
15,1.14,0.0,0.0,3,0.739,1,326.9,202.8,25,0,0.3593,yellow
1,1.85,0.0,0.0,7,0.074,0,795.3,331.2,52,0,0.1151,green
14,8.56,0.0,0.0,10,0.311,0,383.6,337.1,1,0,0.3641,yellow
4,2.42,0.0,0.0,4,0.36,0,793.3,393.6,79,0,0.1815,green
3,9.02,23.77,91.93,2,0.896,1,363.5,458.6,43,1,0.3403,yellow
8,4.0,0.0,0.0,10,0.313,0,289.7,294.3,44,0,0.287,yellow
12,1.71,0.0,13.17,4,0.617,0,575.5,155.2,25,0,0.2774,yellow
7,4.76,5.12,110.09,4,0.289,0,597.5,310.4,53,1,0.2574,yellow
10,3.64,3.07,114.6,2,0.779,1,349.2,342.3,2,0,0.3167,yellow
4,9.11,0.0,0.0,5,0.13,0,780.4,407.6,71,0,0.2367,green
8,4.32,0.54,7.68,10,0.572,0,257.5,88.6,8,0,0.318,yellow
4,2.88,74.42,298.7,7,0.534,0,600.2,124.5,50,1,0.3363,yellow
17,1.68,0.0,2.37,8,0.275,0,484.2,389.9,59,0,0.3325,yellow
3,4.5,0.0,0.0,9,0.386,0,518.2,303.4,19,0,0.2567,yellow
10,2.57,0.0,0.0,7,0.738,1,623.7,493.3,39,0,0.3554,yellow
2,4.78,4.21,40.72,3,0.24,0,415.3,458.2,72,1,0.186,green
9,1.26,0.0,0.0,3,0.538,0,631.3,115.5,24,0,0.2081,green
9,7.11,0.0,0.68,7,0.158,0,231.2,128.1,20,0,0.2802,yellow
17,3.2,5.23,103.61,7,0.583,0,241.7,33.4,52,1,0.4014,yellow
12,5.55,0.0,0.0,3,0.401,0,631.3,439.3,28,0,0.2606,yellow
5,8.52,0.0,0.0,0,0.0,0,295.6,247.1,30,0,0.1251,green
2,3.65,0.0,36.62,7,0.745,1,347.5,367.1,47,1,0.3261,yellow
14,2.89,1.12,35.93,0,0.0,0,752.8,323.4,21,1,0.2253,green
9,5.63,0.0,0.0,8,0.696,1,271.0,132.8,44,0,0.3819,yellow
15,3.33,32.21,380.0,7,0.046,0,321.2,398.1,42,1,0.3929,yellow
5,3.85,1.36,43.22,6,0.662,0,530.3,69.8,80,1,0.3041,yellow
11,7.41,0.0,0.0,9,0.837,1,567.8,94.5,56,0,0.4716,yellow
16,6.13,0.0,0.0,1,0.218,0,434.8,284.2,86,0,0.3023,yellow
1,5.21,0.0,2.16,1,0.734,1,770.5,50.9,26,0,0.2203,green
16,9.05,0.0,0.12,9,0.516,0,256.9,167.6,67,0,0.4675,yellow
14,8.46,0.77,33.93,2,0.054,0,594.0,420.1,51,1,0.3491,yellow
0,0.0,0.0,0.0,3,0.621,0,451.9,310.5,51,0,0.1517,green
0,0.0,41.29,271.36,6,0.299,0,415.5,361.7,58,1,0.2403,yellow
17,2.6,0.0,0.0,4,0.614,0,323.8,81.1,46,0,0.3521,yellow
3,1.16,0.0,0.0,0,0.0,0,679.4,27.8,13,0,0.084,green
12,2.57,10.61,145.72,4,0.601,0,494.7,105.3,0,1,0.3192,yellow
6,4.37,0.0,0.0,9,0.559,0,234.8,351.2,57,0,0.2929,yellow
5,1.98,0.0,0.0,10,0.597,0,372.4,300.3,30,0,0.265,yellow
4,9.96,3.45,27.1,6,0.792,1,776.9,219.2,9,1,0.3805,yellow
11,9.4,0.0,0.0,11,0.318,0,289.3,398.7,67,0,0.3524,yellow
12,1.7,0.0,0.0,11,0.557,0,327.9,347.2,26,0,0.323,yellow
14,9.03,0.0,0.0,3,0.15,0,469.8,146.5,0,0,0.2593,yellow
17,5.84,0.0,0.0,0,0.0,0,681.5,338.5,2,0,0.2105,green
10,2.06,0.0,1.28,0,0.0,0,330.5,173.8,60,0,0.1295,green
7,8.68,6.78,145.21,7,0.34,0,307.2,296.6,26,1,0.3458,yellow
11,5.74,0.0,0.0,4,0.623,0,599.8,277.8,79,0,0.3251,yellow
1,8.8,0.0,70.84,11,0.963,1,243.1,141.5,8,1,0.4097,yellow
10,6.06,0.53,2.11,1,0.167,0,787.1,193.8,49,1,0.2599,yellow
2,8.99,0.0,0.0,9,0.339,0,318.0,431.7,73,0,0.2864,yellow
7,9.01,0.86,112.51,8,0.574,0,375.4,207.1,72,1,0.4257,yellow
10,1.5,0.0,0.0,5,0.712,1,750.9,131.8,43,0,0.3008,yellow
16,5.07,0.0,0.0,6,0.534,0,403.1,332.4,85,0,0.3401,yellow
11,2.53,0.0,14.2,5,0.283,0,604.1,19.0,43,0,0.2285,green
12,8.96,9.32,77.95,10,0.603,0,218.8,68.2,6,1,0.4192,yellow
16,9.04,0.0,2.15,3,0.534,0,471.5,488.5,15,1,0.3914,yellow
2,9.74,0.0,0.45,6,0.238,0,502.0,463.8,13,0,0.2048,green
5,2.45,10.28,40.2,4,0.035,0,301.0,366.6,33,1,0.2167,green
1,1.06,0.0,0.0,3,0.025,0,745.2,264.0,13,0,0.0547,green
0,0.0,0.0,0.0,1,0.155,0,220.3,495.0,57,0,0.0592,green
12,1.33,0.02,5.26,8,0.639,0,708.2,274.6,62,0,0.3029,yellow
4,6.24,2.83,133.47,9,0.747,1,536.0,319.4,10,1,0.3675,yellow
9,3.34,0.8,82.51,5,0.299,0,393.9,137.6,51,1,0.2804,yellow
3,4.85,0.0,3.38,3,0.976,1,420.2,111.8,75,0,0.2713,yellow
9,6.93,1.05,105.27,4,0.928,1,444.4,499.4,53,1,0.437,yellow
11,7.35,27.23,2.97,11,0.032,0,692.5,145.1,47,0,0.3293,yellow
17,7.96,5.91,67.08,5,0.56,0,748.8,340.5,80,1,0.458,yellow
17,9.55,0.1,0.0,1,0.27,0,615.6,134.2,6,0,0.2949,yellow
14,3.67,2.38,57.57,10,0.358,0,259.4,381.5,5,1,0.3746,yellow
13,4.2,0.13,0.0,10,0.106,0,744.0,498.8,44,0,0.3073,yellow
17,3.71,29.84,64.53,5,0.766,1,425.0,287.1,0,1,0.4671,yellow
6,9.52,0.0,0.0,0,0.0,0,333.8,267.6,2,0,0.1428,green
3,3.98,12.9,63.09,3,0.655,0,610.9,466.9,70,1,0.2502,yellow
14,5.97,12.58,92.08,0,0.0,0,417.1,93.7,78,1,0.3375,yellow
7,6.52,0.0,0.0,1,0.263,0,626.2,342.2,86,0,0.2209,green
10,1.6,0.0,0.0,6,0.473,0,404.5,477.8,26,0,0.2588,yellow
14,8.35,0.0,0.0,11,0.002,0,410.4,128.3,5,0,0.3235,yellow
14,2.26,0.0,0.0,5,0.593,0,526.1,58.5,63,0,0.3202,yellow
9,7.24,0.0,0.0,6,0.434,0,432.4,422.4,28,1,0.3213,yellow
12,9.65,0.0,0.0,5,0.351,0,543.7,435.3,4,0,0.2956,yellow
5,9.88,0.0,0.0,10,0.306,0,419.2,204.5,69,1,0.3636,yellow
15,9.96,0.0,0.0,1,0.153,0,645.6,184.6,37,0,0.2913,yellow
10,2.33,0.0,0.0,3,0.675,0,302.1,103.0,11,0,0.2067,green
17,5.16,0.0,0.0,3,0.199,0,764.4,383.2,15,0,0.297,yellow
9,1.05,0.0,0.0,7,0.234,0,447.1,360.9,11,0,0.2104,green
5,6.43,1.03,38.86,9,0.827,1,214.8,340.9,39,1,0.3803,yellow
16,3.11,21.84,64.39,2,0.01,0,403.1,205.3,4,1,0.3117,yellow
6,7.56,0.83,41.15,7,0.991,1,458.9,436.2,53,1,0.4238,yellow
8,7.72,0.0,0.0,2,0.195,0,310.5,151.0,2,0,0.1898,green
10,7.65,29.39,4.22,11,0.986,1,459.4,324.5,31,0,0.4825,orange
10,5.86,0.0,0.0,3,0.143,0,740.9,95.5,76,0,0.2155,green
4,8.11,0.0,0.0,7,0.879,1,442.7,152.8,85,0,0.3757,yellow
13,3.91,0.0,0.0,7,0.971,1,636.3,181.3,20,0,0.4095,yellow
5,5.83,0.0,0.0,5,0.634,0,524.6,464.4,42,0,0.2697,yellow
0,0.0,0.0,22.18,9,0.103,0,318.6,245.0,44,0,0.1397,green
15,7.13,48.6,11.98,8,0.674,0,756.6,180.3,41,1,0.4874,orange
7,9.65,0.0,0.12,6,0.652,0,223.2,99.9,76,1,0.3639,yellow
9,3.76,0.0,0.75,1,0.833,1,226.6,161.1,7,0,0.2474,yellow
17,7.0,0.0,0.0,1,0.261,0,720.7,325.7,30,0,0.3092,yellow
4,9.98,0.0,0.0,7,0.591,0,337.9,244.6,44,0,0.2588,yellow
12,6.87,0.07,233.39,5,0.003,0,576.9,298.4,57,1,0.2988,yellow
8,6.57,10.73,27.69,7,0.233,0,683.6,97.9,69,1,0.355,yellow
9,1.72,0.0,0.0,10,0.446,0,385.2,307.6,41,0,0.2986,yellow
1,1.57,4.01,72.19,6,0.405,0,532.2,469.6,75,1,0.2266,green
14,3.52,0.0,0.0,11,0.365,0,482.3,140.6,46,0,0.3322,yellow
5,2.66,0.0,0.0,0,0.0,0,770.9,322.3,35,0,0.0908,green
8,7.79,0.0,37.05,11,0.731,1,366.1,360.2,9,1,0.4619,yellow
1,2.84,21.74,11.28,8,0.56,0,322.3,452.4,7,1,0.2018,green
7,8.01,0.0,2.17,8,0.394,0,637.7,111.5,69,0,0.3091,yellow
6,4.49,7.26,166.11,9,0.8,1,588.5,11.8,38,0,0.4084,yellow
5,1.17,0.0,0.0,7,0.991,1,368.2,488.0,68,0,0.3216,yellow
13,3.9,4.83,12.65,7,0.581,0,517.9,423.3,88,1,0.4138,yellow
6,4.48,23.67,64.56,0,0.0,0,216.1,55.0,35,1,0.1507,green
1,8.78,0.0,20.72,7,0.034,0,789.5,433.9,66,1,0.2753,yellow
6,5.0,0.0,52.03,1,0.266,0,467.3,359.0,88,1,0.2475,yellow
17,8.33,0.51,4.06,2,0.226,0,593.8,90.5,67,1,0.398,yellow
6,6.33,3.11,225.65,1,0.855,1,316.6,89.2,22,1,0.3858,yellow
1,9.44,0.0,0.0,8,0.257,0,361.9,211.6,50,1,0.2941,yellow
11,9.92,0.0,0.0,8,0.404,0,436.2,158.4,38,0,0.3676,yellow
16,4.37,0.0,0.0,4,0.834,1,382.5,239.8,49,0,0.4301,yellow
13,1.91,26.62,441.81,7,0.112,0,622.5,366.9,21,1,0.3541,yellow
4,2.7,3.28,138.43,2,0.091,0,508.9,41.3,84,1,0.1775,green
6,9.59,7.03,77.63,6,0.456,0,772.0,426.7,57,1,0.3656,yellow
10,6.88,0.0,1.02,11,0.781,1,388.8,246.1,47,1,0.4976,orange
17,9.75,17.56,33.79,1,0.021,0,766.5,93.2,74,1,0.3826,yellow
5,3.12,0.0,0.0,11,0.92,1,727.5,233.9,5,0,0.3117,yellow
5,6.13,0.0,0.79,7,0.472,0,495.0,19.0,14,0,0.2442,yellow
2,3.22,18.87,53.74,2,0.423,0,534.4,445.4,58,0,0.1868,green
6,5.35,0.0,0.0,10,0.854,1,553.2,438.1,6,0,0.3573,yellow
7,9.04,0.0,0.0,7,0.181,0,272.2,80.4,47,0,0.2647,yellow
10,6.52,0.0,0.0,4,0.674,0,262.7,232.5,14,0,0.3086,yellow
1,4.04,0.0,0.0,2,0.52,0,609.1,230.2,36,0,0.1496,green
15,3.87,0.0,0.0,10,0.22,0,308.1,17.6,41,0,0.3437,yellow
11,4.99,0.0,0.0,6,0.072,0,646.8,381.4,70,0,0.2209,green
1,9.47,0.0,0.0,1,0.844,1,507.4,396.8,22,0,0.2669,yellow
15,3.62,82.99,1111.61,9,0.863,1,469.1,188.1,46,1,0.633,orange
16,4.07,0.0,33.64,4,0.129,0,767.6,358.8,10,0,0.2507,yellow
